# Grating 17
10.650	0.004
10.500	0.003
10.350	0.065
10.200	0.127
10.050	0.130
9.900	0.130
9.750	0.129
9.600	0.129
9.450	0.127
9.300	0.129
9.150	0.129
9.000	0.129
8.850	0.130
8.700	0.130
8.550	0.123
8.400	0.077
8.250	0.001
8.101	-0.000
7.950	-0.000
7.800	-0.000
7.650	-0.000
7.500	-0.000
7.350	-0.000
7.200	-0.000
7.050	-0.000
6.900	-0.000
6.750	-0.000
6.600	-0.000
6.450	-0.001
6.300	-0.001
6.150	-0.001
6.000	-0.000
5.850	-0.000
5.701	-0.000
5.550	-0.000
5.400	-0.000
5.250	-0.000
5.100	-0.001
4.950	-0.000
4.800	-0.001
4.650	-0.001
4.500	-0.000
4.351	-0.001
4.200	-0.001
4.050	-0.000
3.900	-0.001
3.750	-0.001
3.600	-0.001
3.451	-0.000
3.300	-0.001
3.150	-0.001
3.000	-0.001
2.850	-0.000
2.700	-0.000
2.550	0.000
2.400	0.000
2.250	0.000
2.101	-0.000
1.950	0.000
1.800	0.001
1.650	0.002
1.500	0.003
1.350	0.002
1.201	0.002
1.050	0.002
0.900	0.003
0.750	0.005
0.601	0.005
0.450	0.005
0.300	0.005
0.150	0.005
0.000	0.005
-0.150	0.005
-0.299	0.005
-0.450	0.004
-0.600	0.004
-0.750	0.004
-0.900	0.004
-1.050	0.001
-1.200	0.000
-1.350	0.000
-1.500	0.000
-1.650	0.000
-1.800	0.001
-1.950	-0.000
-2.100	-0.000
-2.250	-0.000
-2.400	-0.001
-2.550	-0.003
-2.700	-0.004
-2.850	-0.002
-3.000	-0.002
